frame 300
p 1
-0.074963968 -0.086123111 0.760855422
-0.029111586 -0.019715220 0.372760956
-0.035321434 0.022651146 -0.029836156
0.224809310 -0.107624352 0.818135066
0.275337265 -0.174532829 1.072013197
0.196569761 -0.139967432 1.344549498
-0.106192974 -0.092530490 1.302475384
-0.181254334 -0.125192387 1.016328466
-0.088311882 0.005772256 0.812666693
0.056165407 -0.067988302 1.447623450
0.090676607 -0.026796404 1.619237620
p 3
1.135549905 0.230219047 0.008430054
1.090750167 0.237316762 0.386611111
1.023642011 0.262250675 0.772504111
0.954513428 0.041701755 0.790043105
1.032037292 -0.009406713 0.360146780
1.051531359 -0.021278791 -0.013478234
1.064297311 0.333117380 0.971314012
1.191643568 0.493564756 1.162770164
1.072861167 0.338318104 1.355545779
0.975355746 0.003206305 1.373490876
1.047535001 -0.168227185 1.172607605
0.938643597 -0.047846827 0.967200007
0.944541774 0.183645632 1.475325576
0.887710083 0.187542641 1.604922127
frame 477
p 1
0.159928004 -0.207292601 -0.056950557
0.176315080 -0.184192815 0.329359859
0.185399290 -0.182321613 0.738276178
-0.061854746 -0.052777668 0.772367026
-0.044158375 0.014569920 0.385608504
-0.050070359 0.050718038 -0.003983079
0.250794606 -0.106239321 0.811519869
0.285985944 -0.233354119 1.020166225
0.216768930 -0.167253163 1.322463089
-0.103785018 -0.061299640 1.312598208
-0.192797900 -0.089550306 1.021698653
-0.093929237 0.020834039 0.815183514
0.053637060 -0.057692645 1.442437552
0.081595859 0.009579076 1.600272475
p 3
1.135549905 0.230219047 0.008430054
1.090750167 0.237316762 0.386611111
1.023642011 0.262250675 0.772504111
0.954513428 0.041701755 0.790043105
1.032037292 -0.009406713 0.360146780
1.051531359 -0.021278791 -0.013478234
1.064297311 0.333117380 0.971314012
1.191643568 0.493564756 1.162770164
1.072861167 0.338318104 1.355545779
0.975355746 0.003206305 1.373490876
1.012990345 -0.165099066 1.171756984
0.938643597 -0.047846827 0.967200007
0.944541774 0.183645632 1.475325576
0.887710083 0.187542641 1.604922127
frame 478
p 1
0.161530498 -0.214677368 -0.050912992
0.176315080 -0.184192815 0.329359859
0.185399290 -0.182321613 0.738276178
-0.061854746 -0.052777668 0.772367026
-0.050353431 0.026783400 0.394354229
-0.050070359 0.050718038 -0.003983079
0.250794606 -0.106239321 0.811519869
0.290071628 -0.238589559 1.014805503
0.226425347 -0.182616690 1.313852382
-0.107416769 -0.047083079 1.310273313
-0.182454877 -0.065046888 1.012162353
-0.071637548 0.028040198 0.828608365
0.046512191 -0.044683178 1.447527457
0.060200136 0.032705438 1.626089942
p 3
1.135549905 0.230219047 0.008430054
1.090750167 0.237316762 0.386611111
1.023642011 0.262250675 0.772504111
0.954513428 0.041701755 0.790043105
1.032037292 -0.009406713 0.360146780
1.051531359 -0.021278791 -0.013478234
1.064297311 0.333117380 0.971314012
1.191643568 0.493564756 1.162770164
1.072861167 0.338318104 1.355545779
0.975355746 0.003206305 1.373490876
1.012990345 -0.165099066 1.171756984
0.938643597 -0.047846827 0.967200007
0.932000605 0.183283263 1.475171579
0.892463844 0.187643307 1.605029224
frame 479
p 1
0.158926294 -0.209022997 -0.048476246
0.161983840 -0.154460753 0.342513003
0.176064638 -0.154628784 0.737906260
-0.071240043 -0.023070451 0.769515292
-0.052012380 0.033874220 0.388748198
-0.049111600 0.050722257 -0.010527605
0.250794606 -0.106239321 0.811519869
0.278798527 -0.219859306 1.025471479
0.217910905 -0.166135661 1.318903470
-0.119743452 -0.012599946 1.313799439
-0.194156982 -0.031484536 1.018946981
-0.083858194 0.058566893 0.833788996
0.037688783 -0.019062416 1.446815087
0.048986593 0.063493459 1.625563138
p 3
1.135549905 0.230219047 0.008430054
1.090750167 0.237316762 0.386611111
1.023642011 0.262250675 0.772504111
0.954513428 0.041701755 0.790043105
1.032037292 -0.009406713 0.360146780
1.051531359 -0.021278791 -0.013478234
1.064297311 0.333117380 0.971314012
1.191643568 0.493564756 1.162770164
1.072861167 0.338318104 1.355545779
0.975355746 0.003206305 1.373490876
1.012990345 -0.165099066 1.171756984
0.938643597 -0.047846827 0.967200007
0.929824412 0.184300390 1.477660902
0.884799188 0.191322539 1.613537661
frame 480
p 1
0.158926294 -0.209022997 -0.048476246
0.161983840 -0.154460753 0.342513003
0.174472914 -0.147985557 0.735639209
-0.071240043 -0.023070451 0.769515292
-0.052012380 0.033874220 0.388748198
-0.049111600 0.050722257 -0.010527605
0.233198798 -0.091965134 0.845336633
0.268684039 -0.200218972 1.032255106
0.203826105 -0.139518727 1.327766902
-0.139254309 0.028986978 1.287420299
-0.201581149 0.022727669 1.009966737
-0.071752285 0.095883514 0.822110921
0.028210539 0.014924106 1.437799540
0.036370129 0.082064132 1.624814512
p 3
1.135549905 0.230219047 0.008430054
1.090750167 0.237316762 0.386611111
1.023642011 0.262250675 0.772504111
0.954513428 0.041701755 0.790043105
1.032037292 -0.009406713 0.360146780
1.051531359 -0.021278791 -0.013478234
1.064297311 0.333117380 0.971314012
1.191643568 0.493564756 1.162770164
1.072861167 0.338318104 1.355545779
0.975355746 0.003206305 1.373490876
1.012990345 -0.165099066 1.171756984
0.938643597 -0.047846827 0.967200007
0.929824412 0.184300390 1.477660902
0.884799188 0.191322539 1.613537661
frame 481
p 1
0.296714377 -0.235366610 -0.078470859
0.222584879 -0.109163467 0.332972996
0.222654577 -0.111740511 0.720980907
-0.029515799 0.027932183 0.736667717
0.009733619 0.050676088 0.376035700
0.057087194 0.028141638 -0.023112647
0.227781095 -0.082143244 0.850226118
0.258999734 -0.184791150 1.042065226
0.186073476 -0.110249517 1.342714576
-0.150014622 0.059893205 1.291671031
-0.184945951 0.025022303 1.012742635
-0.076247383 0.109307308 0.820338786
0.020558722 0.031786832 1.441811584
0.033362350 0.098845276 1.617665310
p 3
1.135549905 0.230219047 0.008430054
1.090750167 0.237316762 0.386611111
1.023642011 0.262250675 0.772504111
0.954513428 0.041701755 0.790043105
1.032037292 -0.009406713 0.360146780
1.051531359 -0.021278791 -0.013478234
1.064297311 0.333117380 0.971314012
1.191643568 0.493564756 1.162770164
1.072861167 0.338318104 1.355545779
0.975355746 0.003206305 1.373490876
1.012990345 -0.165099066 1.171756984
0.938643597 -0.047846827 0.967200007
0.929824412 0.184300390 1.477660902
0.884799188 0.191322539 1.613537661
frame 482
p 1
0.226701824 -0.175604672 -0.087875864
0.192965695 -0.050866934 0.345565748
0.227138459 -0.098031774 0.704518138
-0.009400398 0.046215658 0.735445343
0.009733619 0.050676088 0.376035700
0.057087194 0.028141638 -0.023112647
0.246990071 -0.074617368 0.846334963
0.256340819 -0.178496201 1.020107012
0.130208167 -0.075987245 1.341476267
-0.160760737 0.074381813 1.288240528
-0.217443168 0.080849603 0.992594287
-0.055762963 0.150253602 0.792348807
0.010830133 0.053591666 1.443752981
0.034620810 0.122984844 1.631062846
p 3
1.135549905 0.230219047 0.008430054
1.090750167 0.237316762 0.386611111
1.023642011 0.262250675 0.772504111
0.954513428 0.041701755 0.790043105
1.032037292 -0.009406713 0.360146780
1.051531359 -0.021278791 -0.013478234
1.064297311 0.333117380 0.971314012
1.191643568 0.493564756 1.162770164
1.072861167 0.338318104 1.355545779
0.975355746 0.003206305 1.373490876
1.012990345 -0.165099066 1.171756984
0.938643597 -0.047846827 0.967200007
0.929824412 0.184300390 1.477660902
0.884799188 0.191322539 1.613537661
frame 483
p 1
0.199731308 -0.139630364 -0.061809940
0.173914244 -0.016222041 0.367609962
0.220483044 -0.074714461 0.700654030
-0.009400398 0.046215658 0.735445343
-0.032792521 0.113501972 0.369812945
0.014347236 0.049023035 -0.031918881
0.245178736 -0.071209718 0.842461092
0.254768419 -0.175402868 1.015981217
0.125702750 -0.063275271 1.335772440
-0.170037553 0.094329360 1.291789981
-0.223308358 0.094580440 0.993776463
-0.063592514 0.167023750 0.795015513
0.003999307 0.071564019 1.439857775
0.029710428 0.139431168 1.623649171
p 3
1.135549905 0.230219047 0.008430054
1.090750167 0.237316762 0.386611111
1.023642011 0.262250675 0.772504111
0.954513428 0.041701755 0.790043105
1.032037292 -0.009406713 0.360146780
1.051531359 -0.021278791 -0.013478234
1.064297311 0.333117380 0.971314012
1.191643568 0.493564756 1.162770164
1.072861167 0.338318104 1.355545779
0.975355746 0.003206305 1.373490876
1.012990345 -0.165099066 1.171756984
0.938643597 -0.047846827 0.967200007
0.929824412 0.184300390 1.477660902
0.884799188 0.191322539 1.613537661
frame 484
p 1
0.168304865 -0.110280610 -0.077846976
0.160596269 -0.001720425 0.354716936
0.215313964 -0.076053990 0.703210037
0.008009495 0.069030651 0.706596441
-0.015700825 0.116852361 0.361897786
-0.006593972 0.062160638 -0.038911896
0.227386269 -0.047275173 0.847994784
0.229089896 -0.140829727 1.030895901
0.124374065 -0.061455058 1.321313695
-0.156262676 0.108043315 1.287826197
-0.227589724 0.089571243 1.000863169
-0.052669471 0.173079943 0.786324725
-0.007011470 0.085787276 1.438838099
0.019436701 0.156225733 1.618059167
p 3
1.135549905 0.230219047 0.008430054
1.090750167 0.237316762 0.386611111
1.007273787 0.282205849 0.779096802
0.939478433 0.062284961 0.796320954
1.032037292 -0.009406713 0.360146780
1.051531359 -0.021278791 -0.013478234
1.046910418 0.353248601 0.977208259
1.172271107 0.513590193 1.167959916
1.054240307 0.359137657 1.359718522
0.958854638 0.025104202 1.377411148
0.996962048 -0.142647941 1.176542857
0.923094300 -0.026383554 0.972859964
0.922477183 0.205599132 1.481665087
0.901370965 0.212984284 1.618607528
frame 485
p 1
0.154397246 -0.076558188 -0.065912642
0.146593037 0.026592719 0.367633109
0.206149369 -0.057889210 0.710937434
-0.001970890 0.095861570 0.710889117
-0.019449733 0.122014676 0.370352340
-0.006593972 0.062160638 -0.038911896
0.234077698 -0.047047566 0.846747675
0.235753738 -0.140802757 1.029861622
0.130349408 -0.061310979 1.320738464
-0.157023395 0.120597421 1.293405479
-0.225337031 0.102792317 0.997949498
-0.054257284 0.188187943 0.793679678
-0.003589124 0.096943501 1.433695052
0.016471833 0.171976829 1.622779472
p 3
1.135549905 0.230219047 0.008430054
1.090750167 0.237316762 0.386611111
1.006672552 0.284473457 0.777207632
0.939008814 0.064558793 0.794457569
1.032037292 -0.009406713 0.360146780
1.051531359 -0.021278791 -0.013478234
1.031028012 0.368083596 0.959030482
1.171563737 0.515975776 1.165996168
1.053343147 0.361655264 1.357856360
0.958177333 0.027654172 1.375600965
0.996395819 -0.140127727 1.174714754
0.883080039 -0.020849954 0.970851435
0.921716189 0.208127891 1.479862233
0.900631732 0.215534199 1.616805678
frame 486
p 1
0.217877948 -0.059949869 -0.079903531
0.192944394 0.035989107 0.360731735
0.220285866 -0.029848761 0.699907579
0.016869081 0.094829027 0.709238451
0.013313691 0.132493281 0.351153574
0.019705803 0.065720428 -0.052303683
0.229237060 -0.031420660 0.852679910
0.236031209 -0.132707335 1.029308246
0.160377063 -0.042783812 1.309448997
-0.154400343 0.120793116 1.293139189
-0.222574115 0.102977257 0.997479259
-0.051276512 0.188458284 0.793067519
0.005146406 0.098936128 1.431186170
0.039709743 0.170358329 1.627958181
p 3
1.135549905 0.230219047 0.008430054
1.075926793 0.250619139 0.400687174
1.006672552 0.284473457 0.777207632
0.939008814 0.064558793 0.794457569
1.032037292 -0.009406713 0.360146780
1.051531359 -0.021278791 -0.013478234
1.015091045 0.390414467 0.940711914
1.171563737 0.515975776 1.165996168
1.053343147 0.361655264 1.357856360
0.958177333 0.027654172 1.375600965
0.996395819 -0.140127727 1.174714754
0.868005075 -0.017075494 0.967000911
0.921716189 0.208127891 1.479862233
0.900631732 0.215534199 1.616805678
frame 487
p 1
0.207085704 -0.036290503 -0.071792128
0.192944394 0.035989107 0.360731735
0.220285866 -0.029848761 0.699907579
0.016869081 0.094829027 0.709238451
0.013313691 0.132493281 0.351153574
0.019705803 0.065720428 -0.052303683
0.247085393 -0.022518024 0.839742949
0.250240712 -0.120270889 1.023093394
0.155254688 -0.037024220 1.316230309
-0.154667994 0.124543704 1.290475427
-0.224830628 0.111568619 0.996172716
-0.051276512 0.188458284 0.793067519
0.005146406 0.098936128 1.431186170
0.039709743 0.170358329 1.627958181
frame 488
p 1
0.186902398 -0.003983968 -0.037989635
0.192944394 0.035989107 0.360731735
0.215976492 -0.015881133 0.697673182
0.006797917 0.116644302 0.718243098
0.013313691 0.132493281 0.351153574
0.019705803 0.065720428 -0.052303683
0.241809142 0.004270245 0.836061809
0.251633727 -0.111182520 1.018701215
0.153775175 -0.023933932 1.314803155
-0.156901786 0.132366187 1.297080484
-0.222068125 0.111757808 0.995700234
-0.048293794 0.188729288 0.792455207
0.003715805 0.108842511 1.432255367
0.027501629 0.204612336 1.630924865
frame 489
p 1
0.269696528 0.014207013 -0.050097064
0.217516150 0.064511134 0.374986236
0.227448375 0.013768056 0.707066975
0.006797917 0.116644302 0.718243098
0.013313691 0.132493281 0.351153574
0.019705803 0.065720428 -0.052303683
0.253432594 0.005975755 0.832515334
0.271691002 -0.110920131 1.015576424
0.182168281 -0.020078843 1.308033216
-0.154288067 0.132570022 1.296818050
-0.196039439 0.108954202 0.997660973
-0.048070969 0.197658621 0.790544123
0.036206425 0.112720049 1.427805365
0.048605069 0.209661672 1.626229018
frame 490
p 1
0.282194974 0.005193739 -0.044628085
0.217516150 0.064511134 0.374986236
0.227448375 0.013768056 0.707066975
0.006797917 0.116644302 0.718243098
0.013313691 0.132493281 0.351153574
0.019705803 0.065720428 -0.052303683
0.253697780 0.020148539 0.817245397
0.266214972 -0.091671606 1.010136999
0.175368252 -0.009305436 1.313996516
-0.154288067 0.132570022 1.296818050
-0.196039439 0.108954202 0.997660973
-0.048070969 0.197658621 0.790544123
0.039030126 0.105275134 1.427611107
0.058640089 0.183684804 1.626508281
frame 491
p 1
0.282194974 0.005193739 -0.044628085
0.217516150 0.064511134 0.374986236
0.227448375 0.013768056 0.707066975
0.006797917 0.116644302 0.718243098
0.040915989 0.123509493 0.354705594
0.072620128 0.043314240 -0.046813643
0.280661309 0.023728266 0.809301474
0.288501614 -0.075943971 1.005730123
0.202290017 -0.008111558 1.311491205
-0.139024828 0.114591501 1.291992343
-0.180660580 0.091493809 0.991364404
-0.039107299 0.198489110 0.788696882
0.044536103 0.102755485 1.431619706
0.057252057 0.173399011 1.642058866
frame 492
p 1
0.282194974 0.005193739 -0.044628085
0.261538083 0.053179276 0.377721002
0.268766343 0.010825109 0.703506941
0.093628436 0.103388206 0.721162945
0.065516578 0.116734302 0.356665646
0.108586983 0.043136753 -0.059825629
0.312950428 0.021884192 0.807266656
0.323756526 -0.080424683 1.007343241
0.222140206 -0.013265664 1.328245616
-0.135857120 0.106605020 1.290257976
-0.157378708 0.082760294 1.001655656
-0.003307688 0.184470892 0.803279203
0.039156863 0.109168606 1.438571285
0.059314636 0.170973671 1.639611099
frame 493
p 1
0.282194974 0.005193739 -0.044628085
0.261538083 0.053179276 0.377721002
0.268766343 0.010825109 0.703506941
0.093628436 0.103388206 0.721162945
0.065516578 0.116734302 0.356665646
0.108586983 0.043136753 -0.059825629
0.283195095 0.060099458 0.844870864
0.342467751 -0.081107977 1.005851326
0.217000779 0.002758277 1.338426401
-0.128566800 0.089793313 1.284854325
-0.153024406 0.070483766 1.000220967
-0.034978127 0.182782137 0.808480249
0.046032416 0.101642131 1.429102969
0.056680737 0.173819693 1.642959701
frame 494
p 1
0.282194974 0.005193739 -0.044628085
0.261538083 0.053179276 0.377721002
0.268766343 0.010825109 0.703506941
0.093628436 0.103388206 0.721162945
0.065516578 0.116734302 0.356665646
0.108586983 0.043136753 -0.059825629
0.313176025 0.061974073 0.839420932
0.373374842 -0.080489619 1.001030609
0.244135861 0.003994690 1.336032175
-0.104531132 0.091470347 1.282407887
-0.127261372 0.071942275 0.995862313
-0.007732738 0.185088143 0.802882719
0.088132690 0.100221244 1.433110382
0.108842814 0.178402864 1.642624116
frame 495
p 1
0.342552952 -0.007992676 -0.051263237
0.294444143 0.052223714 0.371090901
0.321089704 -0.003691575 0.711645066
0.128828549 0.094411297 0.726724652
0.108861410 0.107530186 0.357220510
0.152097881 0.025495050 -0.055297884
0.324950996 0.061550160 0.838645072
0.385427273 -0.081301139 1.000597027
0.254748220 0.003557023 1.336457443
-0.095115487 0.091252600 1.282727511
-0.113564988 0.058226455 0.997527269
0.002784421 0.184989179 0.802030657
0.102613007 0.091300384 1.430798721
0.135175509 0.147683705 1.634851220
frame 496
frame 497
frame 498
frame 499
frame 500
frame 501
frame 502
frame 503
frame 504
frame 505
frame 506
frame 507
frame 508
frame 509
frame 510
frame 511
frame 512
frame 513
frame 514
frame 515
frame 516
p 1
0.233247446 -0.080514370 -0.006280715
0.213127189 -0.038297427 0.374692070
0.210458160 -0.063684265 0.743002978
0.044309659 -0.094211540 0.681523418
0.021840712 -0.112075522 0.388038730
0.078079896 -0.224773800 -0.058126002
0.288577883 -0.024716004 0.836640589
0.316662668 -0.053198104 1.056263657
0.246850421 -0.049376517 1.329278049
-0.071453550 -0.054339390 1.282446573
-0.141221889 -0.115775059 1.028123531
-0.056458644 -0.025635317 0.802870548
0.073397618 0.013545276 1.433811360
0.079691207 0.095558278 1.585903891
frame 517
p 1
0.175742040 -0.049342341 -0.024244935
0.219804028 -0.056676838 0.355376705
0.214372540 -0.059194588 0.736397749
0.058951579 -0.083053498 0.663749021
0.042086868 -0.095677309 0.369992730
0.076468997 -0.241865006 -0.060262696
0.287363954 -0.019980274 0.872852733
0.226503739 -0.085416040 1.077238496
0.245800997 -0.093295645 1.344429021
-0.060279647 -0.022058361 1.281747555
-0.131354936 -0.079454635 1.033581802
-0.044381759 0.012357392 0.799301348
0.096342965 0.006900088 1.420171783
0.157201264 0.090263551 1.608767818
frame 518
p 1
0.175742040 -0.049342341 -0.024244935
0.219804028 -0.056676838 0.355376705
0.216791478 -0.081948151 0.755267901
0.019285278 -0.017707577 0.725158657
0.000230634 -0.005490073 0.411663176
0.057452533 -0.203254931 -0.030332948
0.321546657 -0.096710988 0.872154132
0.319176014 -0.241724321 1.001957038
0.281316363 -0.128736799 1.304663202
-0.017359847 0.008400574 1.293862708
-0.120657474 -0.028118600 1.026574778
-0.020136168 0.051838744 0.802011683
0.149035768 0.000797380 1.429075909
0.181580724 0.084754818 1.619506508
frame 519
p 1
0.175742040 -0.049342341 -0.024244935
0.225970555 -0.070080343 0.352576569
0.229549250 -0.099707306 0.737065294
0.012489881 -0.012956028 0.742950908
0.011440240 0.034313905 0.405108623
0.007833520 -0.172490040 0.026633888
0.351270746 -0.128909113 0.828374193
0.319176014 -0.241724321 1.001957038
0.281316363 -0.128736799 1.304663202
-0.016588592 0.046338803 1.303635982
-0.102148524 0.028995608 1.025984255
-0.006825027 0.079139639 0.821845380
0.149035768 0.000797380 1.429075909
0.181580724 0.084754818 1.619506508
frame 520
p 1
0.175742040 -0.049342341 -0.024244935
0.225970555 -0.070080343 0.352576569
0.232289587 -0.105534442 0.735323102
0.011614043 0.036084127 0.756734019
0.051230448 0.062014123 0.362988679
-0.031666012 -0.154088598 0.041022613
0.310618850 -0.107917162 0.853422239
0.288531965 -0.244872580 0.984893741
0.279288678 -0.166908919 1.308822012
0.008898313 0.077375524 1.304470972
-0.091549455 0.089774194 1.025600072
0.047047314 0.115929952 0.794873708
0.151005905 0.012146868 1.432110308
0.224717407 0.034736193 1.630104342
frame 521
p 1
0.179078502 -0.029061994 -0.003812269
0.225970555 -0.070080343 0.352576569
0.232289587 -0.105534442 0.735323102
0.047062803 0.053359861 0.750183735
0.126749842 0.068879041 0.361396758
-0.033764384 -0.100689211 0.013822428
0.304163699 -0.118709116 0.846030543
0.248801045 -0.243035204 0.989913538
0.258105854 -0.169425609 1.315250324
0.043493527 0.108880784 1.306964817
-0.068192014 0.138004722 1.023156448
0.072719525 0.141654304 0.814458961
0.150044794 0.010346960 1.434944247
0.221357529 0.028295284 1.640079478
p 2
-0.277735026 0.901701737 0.020783343
-0.238725744 0.843636352 0.385107904
-0.200323575 0.781562174 0.763336604
0.032258804 0.891353293 0.784661572
0.139539798 0.805140640 0.406245899
0.203175418 0.768014088 0.013774234
-0.029250172 0.626202492 1.017114381
-0.347190437 0.743457952 1.118472864
-0.281322785 0.751477423 1.339590967
0.000862188 0.964930392 1.358128931
0.053488091 0.963530888 1.110909837
0.077463629 0.679296454 0.999755350
-0.119990259 0.830331943 1.483021279
-0.078406458 0.769128195 1.656360666
frame 522
p 1
0.200559214 -0.064403403 -0.038364760
0.225970555 -0.070080343 0.352576569
0.228784495 -0.105576672 0.736090968
0.082983030 0.072311980 0.765261825
0.153347229 0.068909822 0.354749458
-0.042685902 0.001367704 0.014883189
0.254405134 -0.130988490 0.858312920
0.151824773 -0.252002740 1.022067729
0.236809864 -0.181557616 1.303413788
0.064678481 0.139036540 1.308850630
-0.033862469 0.182158202 1.024616841
0.125347437 0.166563751 0.801832687
0.150044794 0.010346960 1.434944247
0.221357529 0.028295284 1.640079478
p 2
-0.281113522 0.906664758 0.028022213
-0.211020160 0.834944986 0.370302529
-0.171509148 0.758650432 0.763903992
0.055720022 0.871158057 0.781711193
0.151089103 0.787159852 0.398019273
0.215367006 0.749889443 0.003837876
0.016534539 0.605175360 1.017394361
-0.309658148 0.725809842 1.119882448
-0.243933762 0.733671880 1.343249587
0.042165460 0.948115828 1.361579287
0.097341082 0.946362104 1.111665338
0.125209431 0.658323361 0.999658973
-0.076863734 0.818785144 1.485888460
-0.025057947 0.772690988 1.655499509
frame 523
p 1
0.193059196 -0.051347716 -0.027808497
0.242220980 -0.048346376 0.329472021
0.196379471 -0.078359996 0.739688049
0.093699468 0.104580818 0.756147351
0.132318409 0.123514121 0.343230816
-0.059847652 0.129504111 -0.032395197
0.254405134 -0.130988490 0.858312920
0.128613837 -0.247305560 1.020023722
0.204048103 -0.171526242 1.291070390
0.095102989 0.167966114 1.316929959
-0.020448763 0.212978357 1.022064581
0.166928721 0.176566515 0.788441945
0.162040522 0.016467460 1.438552729
0.197538509 0.020466268 1.646637278
p 2
-0.250074826 0.895282615 -0.002489676
-0.179244124 0.811275954 0.353015724
-0.122569315 0.735078422 0.750164894
0.092288831 0.857099243 0.762786809
0.196030253 0.748723572 0.375859057
0.239487872 0.726789122 -0.029122930
0.068871563 0.581636787 1.004652706
-0.267288219 0.706063852 1.109610124
-0.201549317 0.714080580 1.335912907
0.090421396 0.929687610 1.352856801
0.149274211 0.927199815 1.098720877
0.180474012 0.634785617 0.985910428
-0.031556651 0.799394496 1.479618301
0.020764084 0.752666981 1.651575277
frame 524
p 1
0.124281446 -0.032629072 -0.023033827
0.213156228 -0.070321195 0.339042083
0.133547106 -0.064625428 0.735267832
0.119230989 0.118169232 0.756157736
0.135761327 0.184593370 0.351261944
-0.049141527 0.193789364 -0.049335130
0.187841071 -0.136569803 0.855029122
0.065321560 -0.209304468 1.025434178
0.116098234 -0.148559876 1.291366344
0.119068877 0.179237955 1.322308406
-0.003344190 0.249878362 1.038533102
0.192469800 0.175617528 0.781350716
0.146178493 0.015475605 1.440187659
0.182120186 0.016614012 1.652328596
p 2
-0.258644374 0.899754616 0.057579271
-0.167935214 0.806583291 0.405817441
-0.067178149 0.713190759 0.750250378
0.128016285 0.838156653 0.759079050
0.194847677 0.750663544 0.400381294
0.232887720 0.729611510 -0.009144897
0.136851170 0.557603589 1.007555233
-0.211480280 0.686565719 1.114048696
-0.146293728 0.694159235 1.343422817
0.151892423 0.915604711 1.351575298
0.237906390 0.883137629 1.079339528
0.250944339 0.611008549 0.988543782
0.021855535 0.780576978 1.486208829
0.065516589 0.735204599 1.652993535
p 4
-0.483466317 -0.748656596 -0.010882950
-0.551945380 -0.643481321 0.335460734
-0.602494161 -0.574313036 0.659962960
-0.494275028 -0.416179381 0.678041602
-0.542134410 -0.423273962 0.318601474
-0.656921332 -0.361268936 -0.019009778
-0.569438959 -0.892566207 1.146947604
-0.666964478 -0.698344412 1.005975876
-0.735072663 -0.559195976 1.250694001
-0.442506698 -0.338407373 1.268060347
-0.263306883 -0.318252879 1.090161138
-0.113116787 -0.502741534 1.189022324
-0.574559994 -0.490697384 1.417396024
-0.520724284 -0.546924370 1.591156280
frame 525
p 1
0.124281446 -0.032629072 -0.023033827
0.213156228 -0.070321195 0.339042083
0.127392146 -0.052400657 0.741058319
0.095596530 0.158889197 0.781495248
0.118780187 0.203918767 0.388185850
-0.002429999 0.269337245 -0.014308055
0.179981296 -0.127877066 0.869705237
0.021789208 -0.169184273 1.032142346
0.099528127 -0.117825892 1.304761894
0.103625847 0.208411098 1.330315583
0.026818880 0.289547193 1.045513504
0.215049338 0.202593303 0.819884216
0.134435977 0.039013644 1.445502215
0.186766612 0.007471243 1.650728891
p 2
-0.227635602 0.881609306 0.054222420
-0.105612169 0.765890061 0.409290166
-0.025619741 0.698263920 0.770572759
0.190258937 0.804447433 0.754420675
0.213759414 0.750560060 0.393892238
0.234071473 0.732849151 -0.020518966
0.189170875 0.536895010 1.013218038
-0.151172738 0.671122205 1.121595876
-0.104211608 0.677661822 1.352378082
0.197613110 0.900324474 1.360196163
0.286423462 0.863449473 1.087005906
0.305554593 0.590292922 0.993767413
0.064375648 0.769168761 1.492849740
0.105267828 0.735739703 1.651988898
p 4
-0.416164014 -0.748944156 -0.047267326
-0.497777972 -0.671233630 0.319468064
-0.537999273 -0.628813927 0.639627297
-0.489314416 -0.441124445 0.674479097
-0.505978481 -0.451418851 0.307629912
-0.654020888 -0.369124783 0.011884097
-0.510839924 -0.935597995 1.159584823
-0.611268141 -0.765337366 0.993370593
-0.706313410 -0.615371696 1.218306233
-0.434597560 -0.373479780 1.262757330
-0.259225977 -0.331756240 1.087094935
-0.081276599 -0.523209506 1.186756135
-0.562252191 -0.528269498 1.396468104
-0.514149989 -0.570395186 1.583719900
frame 526
p 1
0.124281446 -0.032629072 -0.023033827
0.213156228 -0.070321195 0.339042083
0.077548296 -0.035243628 0.730084168
0.106697040 0.183822162 0.750394238
0.106744523 0.230187015 0.391910114
-0.013496616 0.293083058 -0.011654815
0.127240914 -0.128659544 0.881461786
-0.008167628 -0.149781715 1.024446540
0.049415313 -0.065621081 1.291108483
0.139635947 0.250233045 1.317106034
0.055386148 0.313701842 1.044858657
0.199847466 0.235536750 0.839052417
0.123581717 0.063901924 1.447360751
0.191827200 0.005626126 1.641795446
p 2
-0.192128755 0.864033872 0.081160824
-0.050284607 0.708962184 0.398012358
0.030052268 0.672873004 0.776361766
0.238174482 0.802492087 0.759453113
0.222472306 0.770288880 0.360638685
0.234071473 0.732849151 -0.020518966
0.237216567 0.533287987 1.021993206
-0.069913348 0.603528686 1.092159237
-0.049165450 0.645807440 1.358164482
0.261033069 0.879123304 1.349478632
0.322042061 0.890089293 1.081510834
0.324278628 0.627036293 1.023547354
0.114869717 0.757595133 1.491624133
0.137303822 0.740940417 1.670256068
p 4
-0.392182732 -0.757899874 -0.044355933
-0.446341151 -0.719454248 0.295346006
-0.457863562 -0.694809751 0.632517130
-0.403992732 -0.492973177 0.642712419
-0.405181717 -0.493497811 0.320198414
-0.612242191 -0.398036303 0.061453834
-0.426797650 -0.991097346 1.141948991
-0.523799699 -0.850618174 0.983982593
-0.655761574 -0.668226800 1.225965017
-0.428511480 -0.418432257 1.250192565
-0.263538479 -0.334260819 1.092095096
-0.090294095 -0.492887492 1.186095376
-0.522171944 -0.578290560 1.379532978
-0.457504251 -0.616847978 1.579737548
frame 527
p 1
0.155272334 -0.037811731 -0.045932962
0.167102761 -0.029348985 0.348360762
0.064201873 0.000122375 0.734615435
0.081170391 0.234956545 0.768865344
0.106744523 0.230187015 0.391910114
-0.002481953 0.272685339 -0.023931521
0.100867072 -0.104897033 0.876973751
-0.056026316 -0.097998875 1.022801917
0.049415313 -0.065621081 1.291108483
0.131017711 0.257886908 1.330127841
